artist,album,danceability,energy,acousticness,loudness,anger,joy,sadness,surprise
Tears for Fears,Songs From the Big Chair,0.54074,0.678944,0.25240666,-11.8652,0.258595987,0.254608183,0.250644848,0.236150981
Link Wray,Link Wray,0.523181818,0.489545455,0.565636364,-12.41909091,0.252033466,0.251514766,0.261406923,0.235044846
Samantha Urbani,Policies of Power EP,0.6384,0.7808,0.1665,-5.1592,0.270160388,0.263019238,0.241619254,0.22520112
Purity Ring,another eternity,0.5189,0.54,0.15261,-9.317,0.257520112,0.225122862,0.263161053,0.254195972
An Autumn for Crippled Children,The Long Goodbye,0.331111111,0.846111111,0.084041622,-4.534,0.26985722,0.216309781,0.222285688,0.291547311
Dutch Uncles,O Shudder,0.614636364,0.634636364,0.427563636,-8.520363636,0.239205635,0.245045879,0.229256823,0.286491662
Chief Keef,Sorry 4 the Weight,0.696333333,0.532047619,0.283673333,-8.909666667,0.372412759,0.193186731,0.211844757,0.222555752
The Pop Group,Citizen Zombie,0.524636364,0.786454545,0.031347909,-7.375363636,0.257972994,0.24075285,0.259622423,0.241651733
Gang of Four,What Happens Next,0.5997,0.8397,0.03771466,-5.9533,0.2600031,0.238650823,0.265322715,0.236023362
The Drums,“Abysmal Thoughts”,0.5085,0.707666667,0.2018925,-6.990166667,0.242119751,0.268919789,0.253972951,0.234987509
Larkin Grimm,Chasing an Illusion,0.345375,0.40875,0.728,-9.2455,0.241643261,0.288793005,0.253093578,0.216470156
Young Thug,Beautiful Thugger Girls,0.712357143,0.490642857,0.141208571,-8.163714286,0.27648423,0.255911239,0.233582809,0.234021723
Peaking Lights,The Fifth State of Consciousness,0.52225,0.772666667,0.082687583,-7.042666667,0.22845434,0.254515872,0.261054511,0.255975277
Hudson,Hudson,0.558538462,0.622692308,0.297260769,-5.487769231,0.174414222,0.43872581,0.183289217,0.203570751
Camille,OUÏ,0.675818182,0.353090909,0.613636364,-14.37727273,0.231709833,0.241795847,0.240011421,0.286482899
Big Boi,Boomiverse,0.749166667,0.7175,0.173244167,-5.705833333,0.324935513,0.220587439,0.241531381,0.212945666
Ride,Weather Diaries,0.37617,0.6931,0.1995994,-9.3375,0.217210318,0.277124163,0.251769918,0.253895601
Benjamin Booker,Witness,0.5256,0.653,0.127883,-8.59,0.263932224,0.245710121,0.257878679,0.232478976
Wu-Tang Clan,Iron Flag,0.716615385,0.819769231,0.144673077,-5.090923077,0.30047758,0.248243515,0.219156428,0.232122477
Rosie Thomas,When We Were Small,0.5366,0.22223,0.8098,-13.3322,0.22700292,0.29328746,0.281564328,0.198145293
N.E.R.D.,In Search of...,0.726666667,0.84,0.126441667,-4.846666667,0.257424249,0.264407503,0.244140102,0.234028145
The Long Winters,The Worst You Can Do Is Harm,0.4885,0.606,0.33634,-9.4818,0.253145762,0.238939852,0.265828434,0.242085952
Yuji Oniki,Tvi,0.400230769,0.588138462,0.3354,-8.414615385,0.244535367,0.222564623,0.240295752,0.292604258
Cass McCombs,WIT'S END,0.493125,0.210125,0.72975,-13.1775,0.228240778,0.253563271,0.265969156,0.252226794
Young Widows,In and Out of Youth and Lightness,0.4721,0.7327,0.32458,-8.4709,0.25762494,0.263858099,0.228520008,0.249996954
Jonny,Jonny,0.842363636,0.816,0.031249545,-4.953454545,0.208582726,0.229079476,0.22118418,0.341153618
Little Scream,The Golden Record,0.3283,0.4073,0.58255,-10.7575,0.217160863,0.28090473,0.247536388,0.25439802
Guillemots,Walk the River,0.413461538,0.691923077,0.075411615,-8.214615385,0.261484866,0.23056393,0.270524892,0.237426312
DJ Khaled,We the Best,0.60725,0.8185,0.107041667,-3.360333333,0.290655235,0.262306452,0.221443467,0.225594846
The Flowers of Hell,The Flowers of Hell,0.19747,0.347985,0.59191,-10.7785,0.261647967,0.237403697,0.26019034,0.240757997
Taken by Trees,Open Field,0.5457,0.2539,0.8763,-11.2746,0.216689011,0.266902949,0.26448083,0.25192721
Bad Brains,Build a Nation,0.432714286,0.791857143,0.061318154,-7.233714286,0.239027313,0.370514201,0.200229262,0.190229225
The Maccabees,Colour It In,0.34675,0.822916667,0.173091667,-5.331166667,0.230645279,0.297159274,0.252906427,0.21928902
Great Lakes Myth Society,Compass Rose Bouquet,0.5315,0.64825,0.173949167,-6.812416667,0.221715924,0.280750153,0.254740895,0.242793028
Minus Story,My Ion Truss,0.3705,0.53512,0.32239,-11.1958,0.344745064,0.215295652,0.244859947,0.195099337
Pig Destroyer,Phantom Limb,0.258866667,0.9248,0.013414047,-5.980333333,0.24130561,0.245380582,0.284319771,0.228994036
Frausdots,"Couture, Couture, Couture",0.4399,0.7616,0.145408,-6.7013,0.252314806,0.252838577,0.26807806,0.226768558
Aloha,Here Comes Everyone,0.387833333,0.565583333,0.347515,-11.61216667,0.240084078,0.265017621,0.249556329,0.245341972
Black Eyes,Cough,0.391727273,0.742818182,0.121083636,-9.070818182,0.250891539,0.228243529,0.277432597,0.243432335
Sunn O))),White2,0.1388,0.2962325,0.4108,-13.95425,0.238796642,0.287813775,0.245836414,0.227553168
Slum Village,Detroit Deli,0.644846154,0.724076923,0.117323846,-6.862461538,0.275509196,0.274628677,0.234416812,0.215445315
Gravenhurst,Flashlight Seasons,0.4437,0.2969,0.7733,-15.3706,0.277382193,0.21605701,0.261176576,0.24538422
Badly Drawn Boy,One Plus One Is One,0.411928571,0.484785714,0.4629,-8.423214286,0.227184265,0.272706014,0.226809253,0.273300468
Scott Walker,'Til the Band Comes In,0.3666,0.341533333,0.403384667,-17.44533333,0.238653384,0.276742336,0.247358954,0.237245327
Icy Demons,Miami Ice,0.541888889,0.598578222,0.247776667,-10.42533333,0.242275887,0.265067195,0.241511997,0.251144921
Brazilian Girls,New York City,0.562,0.628363636,0.330893091,-9.663272727,0.263046836,0.231250594,0.241180827,0.264521743
The Music,Strength In Numbers,0.52575,0.814416667,0.075690292,-5.04175,0.253188072,0.2331169,0.256778443,0.256916585
Buck 65,This Right Here Is Buck 65,0.632666667,0.672,0.457091667,-7.203583333,0.245067025,0.25409957,0.282386577,0.218446828
Marianne Faithfull,Before the Poison,0.4914,0.4772,0.4259115,-10.0966,0.250909627,0.274036218,0.23709606,0.237958095
Adam Green,Gemstones,0.620866667,0.600733333,0.40746,-6.4608,0.2382967,0.246305843,0.26422989,0.251167567
Hood,Outside Closer,0.4234,0.4754,0.30673,-12.639,0.247046306,0.250944059,0.263211837,0.238797797
Katie Von Schleicher,Shitty Hits,0.405454545,0.393254545,0.698,-10.50218182,0.247698898,0.239501193,0.266568435,0.246231474
milo,who told you to think?​?​!​!​?​!​?​!​?​!,0.590533333,0.6142,0.6376,-8.5364,0.272760951,0.219451497,0.245200721,0.262586831
Downtown Boys,Cost of Living,0.356583333,0.82775,0.08316,-6.900166667,0.321061144,0.253646426,0.201610121,0.223682309
Naomi Punk,Yellow,0.45548,0.71876,0.3976368,-8.98468,0.241141171,0.266210782,0.256338619,0.236309429
Wifisfuneral,Boy Who Cried Wolf,0.849466667,0.592133333,0.089337333,-9.056533333,0.340282293,0.207316447,0.260877272,0.191523988
Simon Joyner,Out Into the Snow,0.408375,0.3005,0.612,-10.62025,0.255705864,0.233038463,0.258057907,0.253197765
The Almighty Defenders,The Almighty Defenders,0.387454545,0.865545455,0.364509091,-3.788090909,0.248034188,0.276255672,0.250267398,0.225442743
The Feelies,Crazy Rhythms,0.475090909,0.749,0.042577555,-8.680090909,0.257506528,0.256011826,0.224817383,0.261664263
JAY-Z,The Blueprint 3,0.572866667,0.861266667,0.167733333,-2.775133333,0.26885225,0.27021156,0.231724276,0.229211914
Sondre Lerche,Heartbeat Radio,0.55825,0.494333333,0.108190667,-7.535666667,0.246146406,0.228067902,0.261535865,0.264249827
Amy Millan,Masters of the Burial,0.517545455,0.342181818,0.751454545,-10.15290909,0.262775806,0.264766011,0.255922504,0.216535678
Ballet School,The Dew Lasts an Hour,0.5405,0.706666667,0.21239725,-7.466916667,0.258930398,0.252234003,0.270861173,0.217974427
Tennis,Ritual in Repeat,0.531785714,0.694428571,0.125755714,-6.6945,0.224319117,0.281877848,0.254667255,0.23913578
Death From Above 1979,The Physical World,0.364272727,0.952454545,0.000365733,-3.338636364,0.283252713,0.195458001,0.309666991,0.211622295
Sloan,Commonwealth,0.539,0.732333333,0.185889053,-5.516266667,0.246784316,0.259761172,0.235121849,0.258332662
Karen O,Crush Songs,0.448466667,0.312753333,0.761733333,-9.0016,0.24017095,0.265927938,0.241766364,0.252134748
Love Is All,Nine Times That Same Song,0.3359,0.8812,0.033875,-2.6245,0.242303647,0.281985393,0.249658491,0.226052469
Eminem,Curtain Call: The Hits,0.75425,0.712916667,0.089519208,-5.105333333,0.338895075,0.195484946,0.261824158,0.203795821
Chamillionaire,The Sound of Revenge,0.7426875,0.7705625,0.0512175,-5.6269375,0.302908668,0.239354681,0.230629534,0.227107117
Rosie Thomas,If Songs Could Be Held,0.509636364,0.201218182,0.797909091,-13.57418182,0.240796974,0.282820759,0.242523583,0.233858684
Blitzen Trapper,American Goldwing,0.537818182,0.647363636,0.537945455,-8.208272727,0.240257729,0.249371564,0.261256952,0.249113755
Apparat,The Devil's Walk,0.3576,0.5403,0.51338,-10.9347,0.237506991,0.239393491,0.287803485,0.235296033
Baths,Pop Music / False B-Sides,0.593916667,0.587916667,0.266288083,-10.50716667,0.248046773,0.283626905,0.243725313,0.224601009
Disco Inferno,The 5 EPs,0.38542,0.676066667,0.095380093,-12.34793333,0.234024429,0.251080735,0.269209004,0.245685832
Regina,Soita Mulle,0.477333333,0.762,0.084511111,-5.564222222,0.243216961,0.262932672,0.244021075,0.249829292
CHLLNGR,Haven,0.5886,0.6248,0.411198,-10.3588,0.199925148,0.157552235,0.206306546,0.436216071
Veronica Falls,Veronica Falls,0.353916667,0.877333333,0.146091725,-4.75375,0.256762818,0.240711304,0.28128534,0.221240538
Megafaun,Megafaun,0.424285714,0.485,0.461185,-10.09314286,0.23758044,0.252946727,0.281643371,0.227829462
R.E.M.,Collapse Into Now,0.348166667,0.774583333,0.108314958,-4.988083333,0.235955884,0.245412674,0.26075519,0.257876252
Parts & Labor,Constant Future,0.411333333,0.892916667,0.001299292,-6.594833333,0.290265486,0.227908687,0.260585113,0.221240714
Slaughterhouse,Slaughterhouse EP,0.565333333,0.897,0.096823333,-5.429,0.360120284,0.204748029,0.217310712,0.217820975
Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside",0.6076,0.5487,0.3009,-8.1891,0.359484722,0.199979507,0.250188285,0.190347485
The Silence,The Silence,0.521071429,0.646857143,0.293014286,-4.220714286,0.227306268,0.268105232,0.28712116,0.21746734
The Go! Team,The Scene Between,0.409166667,0.922416667,0.150620592,-4.175166667,0.223334176,0.242662975,0.234199673,0.299803176
Vetiver,Complete Strangers,0.6891,0.5716,0.46639,-10.6541,0.23702878,0.250745579,0.274809064,0.237416578
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",0.525727273,0.598490909,0.093617474,-8.238636364,0.268050003,0.250315675,0.240679196,0.240955126
Etiquette,Reminisce,0.5298,0.5448,0.30146,-9.9603,0.310798037,0.206113895,0.223297255,0.259790814
Andy Kim,It's Decided,0.5488,0.5457,0.3418284,-9.846,0.30151564,0.27737108,0.222861633,0.198251647
The Hotelier,It Never Goes Out,0.403111111,0.875888889,0.031182444,-4.167777778,0.237861971,0.277910604,0.291859744,0.192367681
Beastie Boys,To the 5 Boroughs,0.866866667,0.7914,0.19619,-7.784533333,0.2815543,0.26221441,0.217389966,0.238841324
Elf Power,Walking with the Beggar Boys,0.494909091,0.777636364,0.066583091,-6.065636364,0.277982099,0.224850165,0.241593658,0.255574078
Ultramagnetic MC's,Critical Beatdown,0.851761905,0.915238095,0.023401905,-3.280571429,0.271347474,0.265201961,0.232328158,0.231122406
Two Lone Swordsmen,From the Double Gone Chapel,0.536583333,0.6575,0.1604286,-10.40466667,0.282859929,0.243615075,0.267261865,0.206263131
Athlete,Vehicles & Animals,0.607076923,0.579230769,0.242942308,-7.177923077,0.244772402,0.262033679,0.243705172,0.249488746
Midnight Movies,Lion the Girl,0.295636364,0.739181818,0.066873909,-6.986636364,0.244276921,0.267782238,0.249111482,0.238829359
Chromeo,Fancy Footwork,0.757363636,0.806909091,0.019386909,-4.511363636,0.245061166,0.233693181,0.248673688,0.272571964
John Vanderslice,Emerald City,0.649333333,0.611222222,0.134844444,-9.089888889,0.236126006,0.231013968,0.269671773,0.263188253
Against Me!,New Wave,0.4655,0.8776,6.76E-05,-3.5667,0.255903332,0.246915094,0.230220026,0.266961548
Prince,Planet Earth,0.6436,0.7591,0.35067,-4.236,0.231481233,0.318849012,0.212944054,0.236725701
Jason Anderson,The Wreath,0.453,0.484,0.577798,-9.407,0.212118739,0.252972535,0.244243604,0.290665122
Snow Patrol,When It's All Over We Still Have to Clear Up,0.488333333,0.496611111,0.198639628,-11.20911111,0.249596284,0.258294447,0.262767571,0.229341698
Mercury Rev,The Secret Migration,0.382615385,0.741153846,0.219725846,-6.256538462,0.231082493,0.290321407,0.248016079,0.230580022
Koushik,Be With,0.576533333,0.603,0.30584438,-11.96506667,0.200743929,0.187057652,0.280611257,0.331587162
Inquisition,Obscure Verses for the Multiverse,0.362222222,0.979111111,1.60E-05,-8.912,0.252859082,0.250600711,0.235501295,0.261038912
Robert Pollard,Blazing Gentlemen,0.3803125,0.7159375,0.2456625,-6.2698125,0.254572725,0.269446052,0.221583648,0.254397575
7 Days of Funk,7 Days of Funk,0.727375,0.71025,0.043045,-5.2755,0.251280303,0.265871633,0.244337793,0.238510271
Iron Chic,The Constant One,0.275909091,0.915181818,0.015104227,-6.518181818,0.251196864,0.229607688,0.298975531,0.220219917
Monkey,Journey to the West,0.365954545,0.527768182,0.710664545,-8.076863636,0.26200277,0.283620897,0.20697381,0.247402523
Juliana Hatfield,How to Walk Away,0.5728,0.6267,0.116957,-7.2781,0.244818264,0.263832884,0.259129132,0.232219719
Koushik,Out My Window,0.461,0.4424375,0.394909375,-16.2221875,0.200743929,0.187057652,0.280611257,0.331587162
High Places,High Places,0.6004,0.5416,0.651,-13.7296,0.245027116,0.266202086,0.25975401,0.229016788
Jenny Lewis,Acid Tongue,0.546727273,0.484090909,0.264852727,-7.816727273,0.244710881,0.278911907,0.244455244,0.231921968
Cold War Kids,Loyalty to Loyalty,0.449285714,0.575214286,0.244772857,-7.856857143,0.260570393,0.255108003,0.239819987,0.244501617
Ice Cube,Death Certificate,0.7579,0.7731,0.165115,-7.53795,0.344141254,0.200544799,0.250269016,0.205044931
Dawn Richard,Redemption,0.472764706,0.643529412,0.30832,-7.615705882,0.236463263,0.285569774,0.230556244,0.247410719
Gillian Welch,Boots No. 1: The Official Revival Bootleg,0.614666667,0.247161905,0.728190476,-12.27828571,0.248686982,0.23744217,0.276219177,0.23765167
Nicole Dollanganger,Heart Shaped Bed,0.3601,0.3458,0.67103,-13.1722,0.240838096,0.27798746,0.282299826,0.198874618
Matt Ox,OX,0.741181818,0.594,0.073952727,-5.307090909,0.281539426,0.249293841,0.239597342,0.229569391
Metro Boomin,Not All Heroes Wear Capes,0.706076923,0.371946154,0.335795385,-10.98926923,0.306322201,0.216091687,0.237488962,0.24009715
Takeoff,The Last Rocket,0.787583333,0.628,0.18185,-7.210916667,0.287425573,0.219825283,0.239930094,0.25281905
Bob Dylan,"More Blood, More Tracks: The Bootleg Series Vol. 14",0.5039,0.3349,0.5736,-13.1018,0.206723542,0.243851944,0.295599639,0.253824875
Georgia Anne Muldrow,Overload,0.548692308,0.639615385,0.101930308,-7.445538462,0.228524605,0.310918114,0.24284057,0.217716711
Action Bronson,White Bronco,0.549272727,0.756636364,0.376581818,-6.474727273,0.322867355,0.21549362,0.272669758,0.188969266
The Prodigy,No Tourists,0.4388,0.9264,0.0295392,-6.5958,0.271367649,0.245415753,0.23176929,0.251447308
Ben Kweller,Go Fly a Kite,0.554272727,0.668181818,0.167629091,-5.170818182,0.259273449,0.241383719,0.243728807,0.255614024
Tindersticks,The Something Rain,0.578888889,0.447111111,0.689888889,-10.59866667,0.247395152,0.26440684,0.264230663,0.223967345
Lilacs & Champagne,Lilacs & Champagne,0.436181818,0.602818182,0.304788182,-9.856,0.218553358,0.205201559,0.333264804,0.242980279
Goatwhore,Blood for the Master,0.3884,0.9907,5.89E-05,-4.6988,0.270825987,0.225045179,0.307696764,0.19643207
Damien Jurado,Maraqopa,0.4644375,0.44975,0.52513125,-9.88175,0.24827407,0.267912407,0.237499187,0.246314336
Chimurenga Renaissance,riZe vadZimu riZe,0.592357143,0.803642857,0.053739286,-6.257357143,0.251308952,0.316813186,0.197194455,0.234683407
2NE1,Crush,0.6647,0.7465,0.273919,-3.3474,0.214575341,0.295979962,0.260900423,0.228544274
The Hold Steady,Teeth Dreams,0.4344,0.8454,0.0573123,-6.0949,0.239777282,0.274870659,0.265320437,0.220031622
Johnny Cash,Out Among the Stars,0.588923077,0.551461538,0.676384615,-8.338230769,0.229319071,0.306948732,0.243076045,0.220656151
Rage Against the Machine,Rage Against the Machine,0.50328,0.83892,0.09555292,-4.91312,0.296084133,0.225303784,0.232657729,0.245954354
BROCKHAMPTON,Saturation III,0.5942,0.6046,0.385893333,-8.401066667,0.290147879,0.222196906,0.262462089,0.225193125
"Tee Grizzley, Lil Durk",Bloodas,0.80175,0.698583333,0.052419167,-6.584,0.346240378,0.197721258,0.23167822,0.224360144
Ahnnu,Special Forces,0.512615385,0.356792308,0.846846154,-18.62869231,0.252953533,0.252120269,0.239031443,0.255894755
The Rolling Stones,Sticky Fingers,0.4828,0.6692,0.39823,-5.4568,0.221107617,0.268852531,0.272847396,0.237192456
Robert Glasper Trio,Covered,0.461916667,0.353583333,0.743416667,-17.84583333,0.234814939,0.279356054,0.229622186,0.256206821
FALSE,Untitled,0.135,0.8838,4.97E-06,-6.2846,0.250296789,0.246477653,0.301932769,0.201292788
Giorgio Moroder,Déjà Vu,0.629833333,0.819833333,0.019573833,-4.094583333,0.233507067,0.299656583,0.238054755,0.228781594
Kölsch,1983,0.553307692,0.523230769,0.137831846,-12.25646154,0.308311807,0.231087223,0.195490897,0.265110072
Nick Diamonds,City of Quartz,0.587076923,0.599538462,0.12712,-8.675769231,0.272196252,0.23557901,0.223897691,0.268327047
Indian,From All Purity,0.227666667,0.655666667,0.00060348,-6.831666667,0.305601246,0.234306921,0.263561808,0.196530026
Damien Jurado,Brothers and Sisters of the Eternal Son,0.446444444,0.419594444,0.546411111,-11.04355556,0.257081577,0.242376977,0.238309496,0.26223195
Bill Callahan,Have Fun With God,0.415125,0.3398,0.804125,-14.712625,0.238737151,0.293124238,0.228487342,0.239651269
Shy Boys,Shy Boys,0.3837,0.4166,0.154017,-11.6206,0.248585421,0.264149642,0.293039179,0.194225758
Warpaint,Warpaint,0.512166667,0.541916667,0.462495833,-10.02216667,0.245404034,0.246368529,0.27166994,0.236557497
Ghostface Killah,Apollo Kids,0.516333333,0.932583333,0.099976667,-2.279666667,0.315083969,0.252059287,0.224976878,0.207879866
Autre Ne Veut,Autre Ne Veut,0.5909,0.6581,0.19242,-6.4236,0.293546557,0.237747299,0.252092686,0.216613459
T.I.,No Mercy,0.615642857,0.8245,0.106654357,-4.185142857,0.301593448,0.239079256,0.244026101,0.215301194
Palomar,II,0.491214286,0.761785714,0.164491,-6.082357143,0.271249667,0.24670786,0.217722947,0.264319525
Public Enemy,Revolverlution,0.67152381,0.840952381,0.20061,-5.11652381,0.307176077,0.237957026,0.232355825,0.222511072
Superdrag,Last Call for Vitriol,0.463333333,0.747166667,0.05417469,-7.003416667,0.214263014,0.281667972,0.250011556,0.254057458
Interpol,Turn On the Bright Lights,0.330545455,0.851,0.0378856,-6.047,0.211309819,0.281216493,0.24762003,0.259853658
Aceyalone,Lightning Strikes,0.7198,0.858533333,0.168926667,-4.7654,0.254460873,0.282181007,0.179574492,0.283783627
Old Time Relijun,Catharsis in Crisis,0.536214286,0.817785714,0.105499286,-6.289142857,0.332296368,0.21905766,0.195538617,0.253107355
The Tough Alliance,A New Chance,0.61825,0.815125,0.11698725,-7.027375,0.283783225,0.225452614,0.246945443,0.243818717
Twista,Adrenaline Rush 2007,0.753052632,0.640578947,0.257931737,-8.798684211,0.299449733,0.244734546,0.23555962,0.220256102
Weedeater,God Luck and Good Speed,0.252722222,0.679077778,0.199891311,-8.870111111,0.264876138,0.247399171,0.263349473,0.224375219
We Are Wolves,Total Magique,0.505,0.828769231,0.015998904,-7.582384615,0.244204103,0.245436443,0.322711832,0.187647622
Richard Hawley,Lady's Bridge,0.486636364,0.437909091,0.438592727,-13.95363636,0.261262334,0.241034782,0.273480166,0.224222718
Róisín Murphy,Overpowered,0.764461538,0.669769231,0.092247077,-6.938461538,0.249833497,0.249884121,0.25046635,0.249816032
Willard Grant Conspiracy,Regard the End,0.406090909,0.429272727,0.199672727,-7.472181818,0.231917578,0.253077321,0.288592354,0.226412746
TV on the Radio,"Desperate Youth, Blood Thirsty Babes",0.507363636,0.503327273,0.366037727,-10.71736364,0.254943762,0.266928303,0.240057693,0.238070243
Flowers Forever,Flowers Forever,0.358769231,0.693076923,0.036807838,-6.850769231,0.271061519,0.283982695,0.215324651,0.229631135
The Busy Signals,The Busy Signals,0.250583333,0.898583333,0.000157697,-5.834666667,0.185860324,0.368756766,0.282102008,0.163280901
The Mae Shi,HLLLYH,0.557928571,0.715428571,0.032341229,-6.412142857,0.246235255,0.25290861,0.271538848,0.229317287
Human Bell,Human Bell,0.503714286,0.461,0.364042857,-9.308571429,0.281135516,0.233739214,0.267543304,0.217581966
Yea Big + Kid Static,Yea Big & Kid Static,0.693375,0.6655,0.197501438,-10.7865,0.261827649,0.210016732,0.28420461,0.243951009
Bee Gees,Greatest,0.661740741,0.674148148,0.118823122,-7.476740741,0.219976027,0.305204234,0.251678418,0.223141321
Third Eye Blind,Thanks for Everything,0.524142857,0.669285714,0.125025857,-6.835714286,0.247916618,0.249537332,0.241535725,0.261010326
Devon Welsh,Dream Songs,0.31251,0.1774,0.7364,-12.2566,0.214564771,0.285134942,0.253429368,0.246870919
Nef the Pharaoh,The Big Chang Theory,0.754714286,0.594714286,0.079668571,-8.964,0.333890454,0.224991928,0.245284384,0.195833234
Interpol,Marauder,0.364138462,0.791923077,0.149947304,-7.311846154,0.23401719,0.266494614,0.243616731,0.255871465
Fire-Toolz,Skinless X-1,0.371153846,0.567769231,0.242881154,-13.678,0.243330676,0.270195991,0.234973657,0.251499677
Ohmme,Parts,0.552888889,0.538444444,0.243646222,-11.51466667,0.230714698,0.214680554,0.255722888,0.29888186
The Kooks,Konk,0.477307692,0.721538462,0.155004308,-5.889384615,0.237906717,0.290016479,0.243801665,0.22827514
Colour Revolt,"Plunder, Beg, and Curse",0.3607,0.6909,0.04067208,-7.7533,0.279735464,0.261944039,0.255894964,0.202425533
De Novo Dahl,"Move Every Muscle, Make Every Sound",0.367846154,0.853230769,0.024043462,-4.310538462,0.242774389,0.258351848,0.269490912,0.229382851
Elbow,The Seldom Seen Kid,0.477,0.510507143,0.448936429,-9.672428571,0.228545449,0.29145325,0.247451099,0.232550203
Guillemots,Red,0.472,0.725636364,0.041204918,-6.676,0.244129537,0.262299314,0.294104581,0.199466568
Electrelane,Axes,0.273923077,0.491169231,0.200762415,-14.00246154,0.244231307,0.259804047,0.242431237,0.253533409
Jane,Berserker,0.35,0.46975,0.4323,-12.599,0.211589238,0.258429117,0.271884609,0.258097036
Coughs,Fright Makes Right,0.3831875,0.855,0.134402644,-3.6584375,0.303119552,0.251985096,0.212383473,0.232511878
Mia Doi Todd,Manzanita,0.45925,0.446258333,0.588124167,-12.01583333,0.222637099,0.296134909,0.247903755,0.233324237
Busdriver,Fear of a Black Tangent,0.6338125,0.676625,0.2073825,-11.11125,0.285970855,0.229864237,0.25291559,0.231249318
Pusha-T,My Name Is My Name,0.609666667,0.693333333,0.113060833,-5.87775,0.280206856,0.225352567,0.285289712,0.209150864
Yuppies,Yuppies,0.354272727,0.646727273,0.169820909,-8.358818182,0.302716328,0.213433391,0.257359021,0.22649126
Sleigh Bells,Bitter Rivals,0.537,0.8661,0.035196,-3.5144,0.272664443,0.247572193,0.251571152,0.228192213
Beyoncé,I Am... Sasha Fierce,0.509181818,0.549909091,0.256638182,-7.906090909,0.241739913,0.271007729,0.242535643,0.244716716
Alexis Taylor,Rubbed Out,0.411966667,0.32347524,0.68848,-10.34466667,0.256321572,0.261940742,0.234924759,0.246812928
The Lucksmiths,First Frost,0.507857143,0.647428571,0.197790393,-6.530214286,0.21173238,0.258731058,0.264167463,0.265369099
Innanet James,Quebec Place,0.6356,0.8683,0.334669,-4.5591,0.290648596,0.284048655,0.222114752,0.203187998
Guided by Voices,Alien Lanes,0.330189286,0.758678571,0.414925357,-7.220071429,0.256977385,0.257277258,0.246572027,0.23917333
Bob Weir,Blue Mountain,0.525583333,0.469916667,0.64825,-10.29458333,0.2180103,0.273454804,0.250947629,0.257587267
Bon Iver,"22, A Million",0.4204,0.3003,0.8675,-12.6312,0.252298059,0.240882184,0.240976635,0.265843122
Joey Bada$$,1999,0.628,0.762666667,0.38426,-4.5722,0.328564444,0.213048988,0.247449893,0.210936675
DIIV,Oshin,0.367153846,0.804076923,0.235176477,-6.239769231,0.238187084,0.279010125,0.253987123,0.228815668
The Hundred in the Hands,Red Night,0.4726,0.6479,0.1604082,-8.5991,0.248730299,0.276299609,0.258945971,0.216024121
A Place to Bury Strangers,Worship,0.292272727,0.762181818,0.011559281,-3.929909091,0.228653649,0.242771884,0.289399169,0.239175298
Ty Segall Band,Slaughterhouse,0.220945455,0.793272727,0.001548645,-7.415818182,0.233901312,0.268483662,0.2421168,0.255498226
Process of Guilt,FÆMIN,0.231,0.7112,0.0240596,-8.9714,0.285067238,0.235687329,0.265309937,0.213935497
The Blaze,Dancehall,0.6666,0.5303,0.30547,-10.7045,0.214988079,0.315084148,0.271078662,0.198849112
The O’My’s,Tomorrow,0.586363636,0.507,0.594818182,-8.208727273,0.230857362,0.266129381,0.278170977,0.22484228
Spiritualized,And Nothing Hurt,0.341111111,0.500333333,0.467766667,-7.862888889,0.239934534,0.31620303,0.241966866,0.20189557
Paul McCartney,Egypt Station,0.543125,0.61075,0.32222375,-9.601875,0.223356512,0.298447917,0.238505133,0.239690438
Masego,Lady Lady,0.636,0.530914286,0.495928571,-8.962357143,0.227953539,0.2789614,0.241946038,0.251139023
Amnesia Scanner,Another Life,0.40375,0.594916667,0.171892917,-6.673916667,0.276122356,0.256236133,0.243622134,0.224019378
Jon Bap,What Now?,0.497333333,0.558083333,0.44935,-11.41583333,0.245212519,0.268001746,0.22156414,0.265221595
Katie Dey,Flood Network,0.331782353,0.584058824,0.398606824,-11.31876471,0.270313582,0.238583213,0.273491449,0.217611756
Zhu,Generationwhy,0.706642857,0.668071429,0.17043,-7.701357143,0.232198811,0.291366486,0.245904486,0.230530217
TOBACCO,Sweatbox Dynasty,0.50225,0.67675,0.258561733,-5.939833333,0.258901981,0.269865238,0.255439404,0.215793376
Kllo,Well Worn,0.6822,0.4582,0.5462,-9.712,0.273673698,0.199895226,0.249867953,0.276563123
Wild Beasts,Boy King,0.622181818,0.509545455,0.223328182,-9.934727273,0.283842177,0.250945523,0.240320847,0.224891454
Noname,Telefone,0.6205,0.5088,0.644,-9.694,0.218761279,0.308198321,0.271573884,0.201466516
Tin Hat Trio,Book of Silk,0.427933333,0.19674,0.9076,-15.12646667,0.205114236,0.249961804,0.335154942,0.209769019
Neotropic,White Rabbits,0.400222222,0.421888889,0.279114444,-15.60466667,0.24068328,0.299215669,0.215034376,0.245066674
The Earlies,These Were The Earlies,0.404181818,0.354909091,0.506913127,-13.47345455,0.248021547,0.258943485,0.238911739,0.25412323
